origin,destination,departure_date,flight_route_number,customer
STL,DCA,5/25/2016,449,5602
STL,MSY,5/5/2016,297,5602
BNA,MCO,5/28/2016,88,5603
OAK,BUR,5/15/2016,259,5603
DEN,TUL,5/22/2016,414,5603
DEN,SJC,5/29/2016,341,5603
AUS,ATL,5/1/2016,317,5603
BUR,SMF,5/26/2016,326,5603
SFO,LAS,5/1/2016,136,5603
BUF,TPA,5/20/2016,340,5605
MDW,FLL,5/28/2016,573,5605
LAS,PDX,5/21/2016,189,5605
RDU,PHX,5/20/2016,645,5605
SMF,PDX,5/3/2016,279,5605
ALB,BWI,5/19/2016,470,5605
SJC,LAS,5/20/2016,73,5605
PHX,PHL,5/30/2016,483,5605
MAF,DAL,5/20/2016,5,5607
ABQ,LAX,5/12/2016,42,5607
PHX,PDX,5/18/2016,575,5607
BWI,SJU,5/12/2016,335,5607
SFO,DAL,5/1/2016,641,5607
MDW,PIT,5/9/2016,642,5607
FLL,BWI,5/10/2016,56,5607
MSY,MDW,5/16/2016,199,5607
PHX,LAS,5/20/2016,629,5607
MKE,STL,5/24/2016,186,5607
BHM,MCO,5/6/2016,9,5610
STL,DEN,5/4/2016,154,5610
PHX,SAT,5/4/2016,359,5610
BNA,DCA,5/27/2016,228,5610
LAS,LAX,5/5/2016,194,5610
MDW,ABQ,5/27/2016,431,5610
SLC,DAL,5/9/2016,105,5610
BDL,BWI,5/2/2016,324,5610
SAT,DEN,5/3/2016,96,5611
BNA,AUS,5/2/2016,85,5611
SJC,LAX,5/11/2016,94,5611
TPA,FLL,5/12/2016,450,5611
HOU,MEM,5/2/2016,54,5612
STL,LAX,5/10/2016,363,5612
MDW,TPA,5/5/2016,553,5612
PUJ,BWI,5/4/2016,125,5612
MDW,DEN,5/18/2016,643,5614
BUR,SJC,5/2/2016,164,5614
LAS,SJC,5/5/2016,525,5615
SNA,DEN,5/22/2016,524,5615
DAL,LAX,5/10/2016,338,5616
JAX,BWI,5/22/2016,38,5616
HOU,PHX,5/3/2016,174,5616
MDW,BDL,5/24/2016,210,5616
LAS,SJC,5/20/2016,592,5616
ATL,JAX,5/8/2016,436,5616
BNA,STL,5/22/2016,115,5616
MDW,ATL,5/21/2016,345,5616
SAN,SEA,5/26/2016,179,5616
ONT,PHX,5/1/2016,256,5616
SMF,BOI,5/24/2016,489,5616
ABQ,OAK,5/10/2016,310,5616
SJC,LAX,5/23/2016,72,5616
LAS,GEG,5/8/2016,195,5616
DAL,OAK,5/11/2016,557,5616
OMA,DEN,5/16/2016,284,5616
MDW,CLE,5/28/2016,494,5616
BOS,AUS,5/23/2016,462,5616
PHX,SAN,5/30/2016,210,5616
DEN,RDU,5/17/2016,110,5616
BNA,BOS,5/10/2016,118,5616
MDW,BNA,5/29/2016,236,5616
OAK,BUR,5/21/2016,516,5616
DCA,STL,5/15/2016,360,5616
SJC,SAN,5/6/2016,28,5616
LAX,SMF,5/25/2016,244,5616
DEN,ABQ,5/24/2016,391,5616
DEN,LAS,5/25/2016,375,5617
BDL,TPA,5/12/2016,135,5617
MCO,IND,5/28/2016,88,5617
MDW,MCO,5/7/2016,560,5617
DAL,PHX,5/25/2016,547,5619
MDW,LAX,5/23/2016,595,5619
BWI,JAX,5/25/2016,48,5619
SAN,SJC,5/11/2016,517,5619
TPA,PHL,5/13/2016,573,5619
HOU,STL,5/18/2016,449,5619
MKE,LAX,5/29/2016,167,5619
SNA,PVR,5/29/2016,452,5619
PDX,MDW,5/19/2016,104,5619
RSW,ATL,5/23/2016,97,5619
MKE,LAX,5/25/2016,251,5619
LAS,RNO,5/11/2016,524,5620
MDW,PHX,5/6/2016,238,5620
STL,DCA,5/3/2016,229,5620
MDW,PDX,5/25/2016,630,5620
ALB,BWI,5/4/2016,167,5621
ATL,DAL,5/19/2016,350,5621
MDW,DAY,5/5/2016,139,5622
FLL,ATL,5/15/2016,116,5622
AUA,MCO,5/8/2016,128,5622
HOU,DAL,5/17/2016,471,5622
MCO,IND,5/2/2016,128,5622
BWI,PUJ,5/21/2016,299,5622
BNA,PHX,5/23/2016,587,5623
SEA,SAN,5/13/2016,236,5623
PHX,SMF,5/12/2016,339,5623
LAS,CLE,5/31/2016,537,5624
OAK,PHX,5/20/2016,249,5624
DAL,LAS,5/25/2016,604,5624
OKC,PHX,5/27/2016,438,5624
MCO,MHT,5/11/2016,618,5624
LGA,IND,5/29/2016,508,5624
OAK,SEA,5/28/2016,495,5624
ICT,PHX,5/16/2016,195,5624
SFO,LAX,5/25/2016,33,5624
SFO,SNA,5/10/2016,194,5624
OKC,LAS,5/28/2016,436,5624
PDX,SMF,5/29/2016,454,5624
HOU,MEX,5/8/2016,495,5624
AUS,LBB,5/21/2016,179,5624
SAN,DEN,5/22/2016,593,5625
JAX,BWI,5/4/2016,406,5625
BWI,LAS,5/1/2016,124,5626
PVR,HOU,5/3/2016,420,5626
SAN,ATL,5/7/2016,484,5626
SAN,LAS,5/23/2016,31,5626
DCA,DAL,5/10/2016,508,5626
PHX,BOI,5/6/2016,74,5626
DCA,BNA,5/8/2016,273,5626
MKE,DAL,5/25/2016,66,5626
FLL,ALB,5/15/2016,163,5626
SAN,SFO,5/1/2016,17,5626
BUR,SFO,5/25/2016,344,5626
SEA,OAK,5/21/2016,100,5627
PHX,OAK,5/25/2016,329,5627
RNO,MDW,5/27/2016,455,5627
MSY,DAL,5/26/2016,444,5627
SNA,SFO,5/30/2016,366,5627
SAN,SMF,5/10/2016,345,5627
TPA,PIT,5/24/2016,135,5627
PHX,LAX,5/16/2016,200,5627
AMA,LAS,5/23/2016,444,5628
MDW,DCA,5/26/2016,215,5628
PHX,SFO,5/8/2016,482,5628
BWI,ORF,5/12/2016,329,5628
BOS,BNA,5/27/2016,228,5628
DAL,LGA,5/16/2016,360,5628
ATL,GSP,5/24/2016,392,5628
PDX,OAK,5/26/2016,178,5628
MDW,BNA,5/14/2016,342,5628
BUR,LAS,5/17/2016,489,5628
BWI,PWM,5/3/2016,126,5629
LAS,BNA,5/27/2016,481,5629
LAS,RNO,5/30/2016,199,5629
SNA,PHX,5/24/2016,202,5629
SLC,PHX,5/2/2016,75,5629
MKE,PHX,5/17/2016,162,5629
SMF,ONT,5/25/2016,329,5629
ATL,HOU,5/31/2016,104,5629
MCO,ISP,5/6/2016,213,5629
LAS,PDX,5/11/2016,196,5629
SEA,SNA,5/8/2016,247,5629
DAL,HOU,5/9/2016,2,5629
CMH,BWI,5/18/2016,15,5629
MCO,SAT,5/25/2016,60,5629
AUS,STL,5/21/2016,80,5629
SAN,SEA,5/20/2016,179,5629
PHX,OAK,5/9/2016,177,5629
LAS,SLC,5/20/2016,440,5629
PHX,MDW,5/8/2016,448,5629
IND,LAX,5/23/2016,128,5630
HOU,FLL,5/25/2016,498,5630
LAS,OAK,5/1/2016,363,5630
STL,DEN,5/19/2016,446,5630
LAX,MCI,5/9/2016,61,5630
LGA,DAL,5/29/2016,141,5630
SAN,LAS,5/2/2016,515,5630
SNA,SEA,5/20/2016,527,5630
LAX,STL,5/20/2016,260,5630
SMF,PDX,5/6/2016,177,5631
RNO,LAS,5/6/2016,479,5632
ATL,RIC,5/28/2016,93,5632
LAX,ELP,5/9/2016,81,5632
OAK,MDW,5/8/2016,583,5632
STL,DAL,5/31/2016,65,5632
SNA,DAL,5/5/2016,523,5632
BWI,CLT,5/28/2016,124,5632
MHT,BWI,5/9/2016,425,5632
MSY,BNA,5/9/2016,632,5632
MDW,DAL,5/13/2016,475,5633
LAS,SAN,5/22/2016,375,5633
DAL,BWI,5/11/2016,142,5633
ATL,JAX,5/22/2016,435,5633
STL,BWI,5/14/2016,78,5633
OAK,LAS,5/20/2016,479,5633
LAS,SAN,5/9/2016,193,5633
ATL,MSP,5/26/2016,83,5634
SJD,SNA,5/19/2016,313,5634
ATL,MCO,5/18/2016,88,5634
DEN,MSY,5/11/2016,632,5634
PDX,SJC,5/29/2016,354,5634
IND,ATL,5/1/2016,89,5634
MDW,ALB,5/25/2016,559,5634
MDW,BDL,5/5/2016,208,5634
DTW,STL,5/20/2016,373,5634
LAS,STL,5/3/2016,306,5634
DAL,DEN,5/17/2016,591,5634
FLL,BWI,5/10/2016,166,5635
BWI,RDU,5/22/2016,38,5635
CHS,MDW,5/19/2016,347,5635
BWI,TPA,5/25/2016,401,5635
PHX,SAT,5/14/2016,283,5635
BUR,OAK,5/9/2016,271,5635
SMF,MDW,5/28/2016,285,5636
DEN,PDX,5/22/2016,565,5637
IAD,DEN,5/4/2016,148,5637
FLL,LAS,5/14/2016,616,5637
HOU,FLL,5/28/2016,127,5637
ATL,LGA,5/29/2016,470,5637
ATL,BWI,5/15/2016,571,5637
AUS,FLL,5/27/2016,80,5637
ALB,MCO,5/19/2016,599,5637
STL,LIT,5/24/2016,380,5637
SNA,SFO,5/19/2016,510,5637
BUF,BWI,5/29/2016,73,5637
SAN,STL,5/30/2016,490,5637
BNA,DCA,5/26/2016,518,5637
PHX,HOU,5/28/2016,542,5637
DEN,MDW,5/28/2016,606,5637
SAN,SMF,5/5/2016,488,5637
MDW,BWI,5/22/2016,590,5637
DEN,DAL,5/8/2016,39,5638
SAT,DAL,5/25/2016,302,5638
MSY,MDW,5/29/2016,430,5638
IND,DEN,5/26/2016,616,5638
DAL,LAS,5/29/2016,631,5638
MSP,MDW,5/31/2016,159,5639
FLL,MDW,5/8/2016,554,5639
MCI,HOU,5/8/2016,471,5639
PIT,MCO,5/2/2016,20,5639
LAX,MDW,5/29/2016,561,5639
DEN,PHL,5/11/2016,558,5639
SFO,LAS,5/11/2016,345,5639
ATL,DEN,5/8/2016,83,5639
MDW,SNA,5/6/2016,317,5639
MKE,BOS,5/29/2016,481,5639
TPA,ATL,5/26/2016,469,5639
LIT,LAS,5/9/2016,140,5639
ELP,DAL,5/19/2016,5,5639
MCI,DAL,5/27/2016,256,5639
MDW,OAK,5/15/2016,175,5644
SJC,LAX,5/2/2016,58,5644
HOU,TUL,5/23/2016,177,5645
PHX,DAL,5/26/2016,275,5645
SAN,SFO,5/4/2016,32,5645
MDW,BNA,5/27/2016,387,5645
HOU,DAL,5/10/2016,254,5645
MKE,FLL,5/21/2016,245,5645
IND,BWI,5/6/2016,395,5647
DAL,SAT,5/14/2016,4,5647
BUR,PHX,5/22/2016,425,5647
SLC,LAS,5/17/2016,282,5647
ONT,SMF,5/15/2016,408,5647
HOU,LAS,5/2/2016,592,5647
DEN,EWR,5/23/2016,161,5647
PDX,ABQ,5/20/2016,269,5648
PHL,MDW,5/29/2016,244,5649
LAS,PIT,5/30/2016,613,5649
DEN,JAX,5/29/2016,125,5650
SAN,PHX,5/17/2016,257,5650
LAX,SJC,5/31/2016,153,5650
MDW,PVD,5/10/2016,620,5650
HOU,BWI,5/26/2016,198,5650
MCO,AUA,5/15/2016,495,5650
MDW,BNA,5/26/2016,387,5650
MAF,HOU,5/31/2016,413,5651
RDU,BWI,5/27/2016,372,5651
MDW,DEN,5/3/2016,300,5651
RSW,PIT,5/14/2016,59,5653
DAL,LIT,5/19/2016,1,5653
BNA,LAX,5/17/2016,579,5653
FLL,ALB,5/3/2016,462,5653
OMA,MDW,5/11/2016,643,5653
SAN,SEA,5/5/2016,176,5653
PHL,DAL,5/2/2016,19,5653
DAL,CHS,5/5/2016,106,5654
SLC,PHX,5/2/2016,99,5654
ATL,LGA,5/9/2016,119,5654
BWI,DAL,5/27/2016,636,5655
MDW,DCA,5/8/2016,422,5655
ABQ,DAL,5/6/2016,256,5655
MDW,HOU,5/23/2016,189,5655
BNA,LAS,5/27/2016,536,5655
MCO,DAL,5/21/2016,216,5655
MDW,RSW,5/15/2016,227,5655
SAN,HOU,5/2/2016,253,5655
BOS,IND,5/23/2016,236,5655
MCI,MDW,5/21/2016,563,5655
STL,LIT,5/9/2016,438,5656
SMF,PHX,5/20/2016,333,5656
MCO,ATL,5/29/2016,196,5657
RDU,MDW,5/3/2016,472,5657
PDX,SAN,5/11/2016,29,5657
DAL,LBB,5/2/2016,301,5657
DEN,LAS,5/9/2016,90,5657
SEA,DEN,5/4/2016,519,5657
BWI,OAK,5/25/2016,606,5657
LBB,AUS,5/1/2016,406,5657
PDX,PHX,5/23/2016,630,5657
ORF,BWI,5/24/2016,449,5657
LAS,AUS,5/8/2016,626,5657
ATL,DTW,5/27/2016,143,5657
ONT,SJC,5/13/2016,255,5657
RDU,TPA,5/23/2016,216,5657
AUS,MDW,5/2/2016,322,5657
SAT,ATL,5/30/2016,274,5657
RDU,BWI,5/13/2016,478,5657
PHX,PDX,5/5/2016,189,5657
MCI,ATL,5/2/2016,60,5659
HOU,CRP,5/22/2016,253,5659
DAL,MEM,5/21/2016,158,5659
MDW,SAN,5/18/2016,581,5659
OAK,MSY,5/1/2016,434,5659
DAL,DEN,5/18/2016,137,5660
PNS,BNA,5/6/2016,464,5660
TUL,PHX,5/2/2016,530,5660
SDF,MDW,5/31/2016,423,5660
DEN,MSP,5/8/2016,218,5660
IND,MDW,5/21/2016,396,5660
OKC,BWI,5/21/2016,474,5661
ONT,PHX,5/6/2016,456,5661
DAL,SAT,5/17/2016,327,5661
SAN,SMF,5/16/2016,75,5661
CLE,LAS,5/2/2016,538,5661
AUS,MDW,5/5/2016,317,5661
MDW,JAX,5/7/2016,168,5662
SLC,LAS,5/26/2016,537,5662
HOU,FLL,5/3/2016,497,5663
MSY,MCO,5/8/2016,368,5663
BUF,BWI,5/30/2016,284,5663
SAN,SMF,5/20/2016,235,5663
DEN,SAN,5/31/2016,610,5663
MCO,MSY,5/29/2016,165,5664
SNA,AUS,5/22/2016,521,5664
DEN,BWI,5/9/2016,160,5664
IND,HOU,5/6/2016,35,5664
STL,DAL,5/23/2016,65,5664
DEN,DAL,5/4/2016,451,5664
BWI,CUN,5/11/2016,125,5664
LAX,SLC,5/6/2016,279,5664
ATL,MCO,5/13/2016,220,5664
PHX,ATL,5/4/2016,631,5664
PBI,ATL,5/19/2016,452,5664
MDW,SLC,5/14/2016,569,5664
SLC,DEN,5/8/2016,283,5664
TPA,ATL,5/9/2016,470,5664
MDW,DCA,5/23/2016,472,5664
MKE,MCO,5/13/2016,301,5665
PDX,LAX,5/20/2016,278,5665
DEN,BDL,5/11/2016,487,5665
STL,LAS,5/6/2016,591,5665
HOU,CUN,5/2/2016,417,5665
SFO,SNA,5/19/2016,106,5665
DEN,IND,5/16/2016,39,5665
MSY,DAL,5/27/2016,3,5665
HOU,MEM,5/9/2016,134,5666
MDW,PHL,5/27/2016,239,5666
SAT,BWI,5/27/2016,583,5666
SNA,SMF,5/8/2016,422,5666
MCO,MSY,5/17/2016,383,5666
LAS,OAK,5/27/2016,327,5666
HOU,SNA,5/31/2016,182,5668
FLL,DAL,5/2/2016,303,5669
OMA,MDW,5/23/2016,168,5669
MCO,RDU,5/16/2016,223,5669
DEN,EWR,5/12/2016,248,5669
MCO,DCA,5/12/2016,470,5669
PDX,SJC,5/24/2016,456,5669
PDX,SJC,5/11/2016,457,5669
BDL,LAS,5/17/2016,603,5669
MDW,MSY,5/26/2016,186,5669
MCO,MSY,5/12/2016,398,5669
CUN,MDW,5/5/2016,355,5669
SNA,OAK,5/27/2016,180,5669
OKC,STL,5/12/2016,82,5669
SAN,HOU,5/20/2016,544,5669
DEN,STL,5/17/2016,157,5670
OAK,BUR,5/18/2016,385,5670
PHX,MDW,5/12/2016,331,5670
DEN,SAT,5/5/2016,525,5670
LAS,ALB,5/3/2016,537,5671
LAS,MDW,5/22/2016,536,5671
DEN,HOU,5/16/2016,532,5671
MDW,MCO,5/7/2016,560,5671
LAX,SJC,5/2/2016,234,5671
PHX,AUS,5/5/2016,282,5671
MDW,IND,5/2/2016,350,5671
HOU,ABQ,5/23/2016,45,5671
MDW,DAY,5/21/2016,446,5671
PHX,STL,5/18/2016,279,5671
ECP,BNA,5/13/2016,428,5671
STL,EWR,5/10/2016,437,5671
MCO,STL,5/13/2016,63,5673
HOU,MCO,5/9/2016,15,5673
CHS,MDW,5/28/2016,265,5673
ONT,SJC,5/5/2016,201,5673
FLL,PVD,5/21/2016,167,5673
DEN,BNA,5/4/2016,26,5673
CMH,BWI,5/19/2016,66,5673
OAK,PHX,5/16/2016,633,5673
ATL,LAX,5/9/2016,123,5674
LAX,LAS,5/31/2016,250,5674
FLL,BWI,5/11/2016,504,5675
BNA,MCO,5/1/2016,391,5675
HOU,MCO,5/18/2016,15,5675
MKE,DEN,5/18/2016,90,5675
HOU,LAX,5/12/2016,181,5675
SJC,SAN,5/22/2016,102,5675
GRR,MCO,5/20/2016,397,5675
MSP,MDW,5/18/2016,276,5675
MSP,STL,5/17/2016,528,5676
MCO,ATL,5/7/2016,469,5676
ATL,DTW,5/20/2016,35,5676
AUS,LAS,5/23/2016,324,5676
SJC,SNA,5/13/2016,440,5676
MDW,PHL,5/11/2016,242,5677
DAL,AUS,5/16/2016,8,5677
BWI,BUF,5/21/2016,234,5677
AUS,MDW,5/10/2016,318,5677
BWI,BNA,5/1/2016,62,5679
OAK,LAS,5/2/2016,193,5679
SLC,DEN,5/10/2016,216,5679
OAK,BUR,5/19/2016,260,5679
DCA,HOU,5/12/2016,331,5679
ORF,MDW,5/5/2016,422,5679
LAX,DEN,5/4/2016,63,5681
MDW,AUS,5/25/2016,266,5681
SNA,MCI,5/14/2016,451,5681
DAL,MSY,5/16/2016,141,5681
SFO,SAN,5/6/2016,17,5681
DCA,MKE,5/17/2016,369,5681
MCO,LAS,5/29/2016,612,5682
BWI,ABQ,5/27/2016,245,5682
PIT,MCO,5/25/2016,20,5682
LAX,DAL,5/2/2016,197,5682
BDL,TPA,5/11/2016,135,5682
ELP,LAS,5/8/2016,377,5682
MDW,DAY,5/22/2016,608,5682
SAN,PHX,5/11/2016,488,5682
TPA,ATL,5/14/2016,20,5682
SFO,LAX,5/22/2016,18,5682
PDX,MDW,5/6/2016,625,5682
BOS,DEN,5/30/2016,565,5682
DEN,PHX,5/5/2016,63,5684
SAN,OAK,5/4/2016,496,5684
MDW,PHX,5/5/2016,609,5685
BUF,BWI,5/2/2016,429,5685
BWI,DEN,5/19/2016,151,5685
LAX,ELP,5/24/2016,81,5685
BNA,LAX,5/14/2016,224,5685
DAL,LAX,5/29/2016,333,5685
BWI,MHT,5/30/2016,530,5686
MDW,MCO,5/7/2016,229,5686
SNA,MDW,5/2/2016,318,5686
HOU,LAX,5/23/2016,181,5686
CUN,HOU,5/25/2016,418,5686
MDW,MSY,5/21/2016,587,5686
LAS,SMF,5/8/2016,66,5687
MDW,BUF,5/15/2016,284,5687
BNA,RDU,5/12/2016,133,5687
DCA,MDW,5/29/2016,209,5687
LAS,SEA,5/16/2016,140,5687
LAS,SDF,5/26/2016,259,5687
BUR,OAK,5/2/2016,342,5687
PHX,LAX,5/16/2016,370,5688
SEA,DEN,5/9/2016,521,5688
SJC,SNA,5/14/2016,390,5688
LAS,SNA,5/25/2016,400,5688
ATL,PHX,5/16/2016,428,5688
FLL,ISP,5/21/2016,164,5688
ELP,LAS,5/9/2016,377,5689
DEN,AUS,5/11/2016,10,5690
AUS,OAK,5/17/2016,76,5691
MCO,BWI,5/15/2016,205,5691
STL,PIT,5/14/2016,458,5691
MDW,ORF,5/3/2016,482,5691
BDL,BWI,5/17/2016,328,5691
MCO,BHM,5/9/2016,131,5691
LIR,LAX,5/21/2016,415,5691
PHX,SFO,5/25/2016,194,5691
SEA,SMF,5/4/2016,352,5691
RSW,ATL,5/2/2016,97,5694
HOU,OKC,5/17/2016,517,5694
BDL,BWI,5/10/2016,385,5694
HOU,LAX,5/25/2016,298,5694
SAN,MDW,5/2/2016,618,5694
FLL,BNA,5/22/2016,27,5694
HOU,LAX,5/1/2016,503,5695
MCI,DEN,5/12/2016,209,5695
ROC,BWI,5/28/2016,132,5695
PVD,BWI,5/29/2016,465,5696
ELP,LAS,5/10/2016,476,5696
BNA,MDW,5/12/2016,417,5696
MCO,BWI,5/4/2016,19,5696
ATL,MCI,5/9/2016,436,5696
MCI,SAN,5/25/2016,550,5696
DAL,AMA,5/27/2016,175,5696
BNA,ECP,5/7/2016,230,5696
SEA,AUS,5/31/2016,76,5697
IND,ATL,5/29/2016,85,5700
DCA,MCI,5/3/2016,180,5700
AUS,ELP,5/24/2016,319,5700
AUS,BWI,5/14/2016,321,5701
ABQ,PHX,5/16/2016,195,5703
DEN,FLL,5/14/2016,155,5703
MDW,SEA,5/29/2016,573,5703
DTW,DAL,5/4/2016,274,5703
MDW,SAT,5/8/2016,379,5703
BUR,OAK,5/20/2016,203,5703
SAT,DAL,5/20/2016,44,5704
TPA,ATL,5/11/2016,470,5704
DEN,AUS,5/2/2016,10,5704
HOU,ECP,5/27/2016,27,5704
BNA,DAL,5/7/2016,611,5704
CHS,DAL,5/3/2016,311,5704
ATL,MKE,5/31/2016,532,5704
OAK,BUR,5/20/2016,203,5704
SEA,SJC,5/10/2016,255,5704
PVD,BWI,5/23/2016,553,5704
MEM,BWI,5/7/2016,157,5704
MCO,DEN,5/22/2016,629,5704
MCI,DEN,5/12/2016,321,5704
BWI,SDF,5/8/2016,426,5704
MCO,HOU,5/5/2016,88,5704
MCO,DEN,5/5/2016,574,5706
ATL,PUJ,5/7/2016,391,5706
BHM,MDW,5/28/2016,453,5706
BUR,LAS,5/17/2016,316,5706
CHS,DAL,5/16/2016,311,5708
MDW,PHL,5/16/2016,224,5708
SJC,SNA,5/24/2016,473,5708
SMF,LAS,5/20/2016,288,5708
MKE,DCA,5/19/2016,441,5709
MKE,PHX,5/27/2016,162,5709
STL,DTW,5/25/2016,442,5710
AUS,PHX,5/9/2016,116,5710
SNA,MCI,5/7/2016,449,5710
SEA,OAK,5/3/2016,100,5710
LAS,MDW,5/23/2016,536,5710
DAL,MAF,5/13/2016,3,5710
SJC,SEA,5/10/2016,94,5710
RSW,MDW,5/14/2016,597,5710
AUA,BWI,5/14/2016,171,5711
TPA,MDW,5/24/2016,503,5711
SDF,MDW,5/7/2016,502,5711
DAY,MDW,5/19/2016,427,5711
TPA,BWI,5/29/2016,358,5711
DEN,PDX,5/18/2016,627,5712
SFO,SAN,5/23/2016,17,5712
LAX,ABQ,5/7/2016,224,5712
DCA,TPA,5/11/2016,450,5712
PDX,OAK,5/26/2016,58,5712
MCO,ISP,5/15/2016,265,5712
HRL,HOU,5/7/2016,147,5712
SMF,DEN,5/30/2016,22,5712
MSY,BNA,5/3/2016,140,5712
SJC,PHX,5/30/2016,78,5712
TPA,PVD,5/3/2016,178,5712
MDW,SDF,5/9/2016,443,5712
BNA,LAS,5/9/2016,537,5712
IND,RSW,5/4/2016,9,5712
HOU,BOS,5/19/2016,164,5712
SLC,PHX,5/8/2016,80,5713
STL,ATL,5/29/2016,463,5713
MCO,BDL,5/4/2016,565,5713
DAL,OMA,5/1/2016,328,5713
DEN,MSP,5/26/2016,276,5713
TPA,ALB,5/27/2016,146,5713
DEN,STL,5/25/2016,578,5714
OKC,STL,5/10/2016,437,5714
BWI,PBI,5/19/2016,503,5714
MSP,MDW,5/2/2016,341,5714
DCA,ATL,5/9/2016,247,5714
LAS,BUR,5/18/2016,119,5714
DAL,BNA,5/3/2016,577,5714
MSP,MDW,5/21/2016,493,5714
SMF,LAS,5/4/2016,456,5714
DAL,BHM,5/31/2016,143,5714
DTW,STL,5/18/2016,374,5714
RDU,DAL,5/19/2016,53,5714
ATL,SAT,5/24/2016,145,5714
SAN,SFO,5/16/2016,17,5715
SEA,SJC,5/26/2016,94,5715
BOS,MKE,5/10/2016,158,5715
LGA,MKE,5/5/2016,361,5715
SMF,LAX,5/13/2016,75,5715
SEA,SJC,5/6/2016,94,5715
LAX,SJC,5/16/2016,150,5715
SEA,DAL,5/21/2016,126,5715
LAS,PHX,5/19/2016,482,5715
ATL,GSP,5/23/2016,156,5715
MDW,CHS,5/2/2016,310,5716
LAS,TUS,5/10/2016,534,5716
MSY,DAL,5/8/2016,5,5716
RNO,LAX,5/26/2016,490,5717
BNA,SAT,5/17/2016,96,5717
GEG,LAS,5/15/2016,444,5717
SNA,OAK,5/2/2016,177,5717
PDX,DEN,5/31/2016,191,5717
SEA,DEN,5/31/2016,640,5717
BWI,PWM,5/26/2016,305,5717
CMH,MCO,5/22/2016,355,5717
HRL,HOU,5/21/2016,2,5718
PIT,MDW,5/13/2016,443,5718
MDW,HOU,5/9/2016,218,5720
LAS,OMA,5/11/2016,643,5720
DEN,MDW,5/4/2016,213,5721
DEN,SLC,5/27/2016,506,5721
IND,HOU,5/16/2016,27,5721
MEM,MCO,5/7/2016,416,5723
MCO,PIT,5/9/2016,40,5723
DEN,SAN,5/2/2016,557,5723
DEN,SEA,5/16/2016,502,5723
BHM,MCO,5/3/2016,223,5723
BNA,DEN,5/8/2016,320,5725
SMF,LAS,5/19/2016,457,5725
SAT,BWI,5/18/2016,583,5725
ATL,RSW,5/21/2016,228,5726
TUL,LAS,5/6/2016,408,5726
MDW,ATL,5/9/2016,362,5726
IND,HOU,5/13/2016,27,5726
ONT,LAS,5/7/2016,251,5726
MSP,MDW,5/11/2016,219,5726
TPA,PVD,5/28/2016,300,5726
DAL,BNA,5/12/2016,579,5729
BWI,BOS,5/28/2016,501,5729
MCO,SJU,5/29/2016,437,5729
AMA,LAS,5/14/2016,316,5729
MDW,MCO,5/25/2016,617,5729
PHX,ELP,5/30/2016,461,5729
OAK,SAN,5/17/2016,31,5729
MEM,MCO,5/29/2016,396,5729
BHM,MDW,5/22/2016,461,5729
MCI,ATL,5/25/2016,60,5729
OAK,LAX,5/7/2016,253,5729
TPA,PHL,5/17/2016,573,5729
TPA,BWI,5/2/2016,167,5729
TPA,IND,5/14/2016,19,5731
PHX,SJC,5/11/2016,68,5731
LGA,HOU,5/17/2016,147,5731
MDW,TUS,5/15/2016,365,5731
DAL,MCI,5/7/2016,389,5731
STL,DCA,5/30/2016,106,5731
BNA,PHL,5/6/2016,19,5731
STL,TPA,5/22/2016,293,5731
ATL,LAS,5/20/2016,202,5731
DEN,CUN,5/1/2016,180,5731
SNA,SFO,5/18/2016,510,5731
OAK,BUR,5/24/2016,112,5731
STL,MDW,5/2/2016,182,5731
MSY,DEN,5/6/2016,403,5731
ATL,LAS,5/6/2016,199,5731
SJC,LAS,5/18/2016,324,5731
CMH,MDW,5/29/2016,317,5731
BUR,OAK,5/24/2016,269,5731
FNT,MDW,5/18/2016,384,5732
MDW,TUS,5/12/2016,465,5732
BNA,JAX,5/24/2016,499,5732
MDW,GRR,5/8/2016,399,5732
OAK,ABQ,5/21/2016,103,5732
BWI,ROC,5/5/2016,307,5732
MDW,PHL,5/22/2016,302,5732
ABQ,LAX,5/26/2016,12,5732
PDX,SJC,5/20/2016,625,5732
FLL,DEN,5/9/2016,476,5733
DAL,TPA,5/2/2016,145,5733
PHX,SAN,5/23/2016,595,5733
DAL,PHX,5/23/2016,545,5733
DAL,LIT,5/22/2016,199,5733
SFO,LAX,5/26/2016,18,5733
MDW,DCA,5/15/2016,319,5733
LGA,ATL,5/24/2016,393,5733
LAX,SMF,5/13/2016,94,5735
MDW,DEN,5/22/2016,519,5735
SMF,LAS,5/7/2016,94,5735
MKE,LAX,5/8/2016,196,5735
MDW,MSP,5/15/2016,412,5735
PHX,RNO,5/14/2016,212,5735
RNO,LAX,5/11/2016,316,5735
BWI,SAN,5/26/2016,596,5735
SJD,HOU,5/2/2016,124,5735
DAL,HOU,5/5/2016,7,5736
LIT,DAL,5/2/2016,508,5736
SNA,PVR,5/17/2016,456,5736
LAS,PHX,5/22/2016,157,5736
SMF,ONT,5/9/2016,255,5736
SMF,ONT,5/27/2016,447,5736
MCO,ATL,5/21/2016,374,5736
DAL,ABQ,5/18/2016,524,5736
MCO,DEN,5/7/2016,65,5736
PVD,MCO,5/22/2016,647,5736
ONT,SMF,5/5/2016,642,5736
